tdosca-tc03a,1.0.0,MIT,DEFAULT,https://github.com/Open-Source-Compliance/tdosca-tc03a-simplhw/tree/master/input-sources
tdosca-tc03a,1.0.0,BSD-2-CLAUSE,EnvService.java,https://github.com/Open-Source-Compliance/tdosca-tc03a-simplhw/tree/master/input-sources/src/main/java/de/fodina/tdosca/all/EnvService.java
tdosca-tc03a,1.0.0,BSD-2-CLAUSE,EnvServiceTest.java,https://github.com/Open-Source-Compliance/tdosca-tc03a-simplhw/tree/master/input-sources/src/main/java/de/fodina/tdosca/all/EnvServiceTest.java
